geo_level,geo_code,geo_name,tier,estimand,metric,value,lo,hi,n_trials,n_participants,gate_status,gate_reason,display_rule,crosses_parity,below_support_floor,pct_participants_exact,top_trial_id,top_trial_share_pct,concentration_flag,support_share,delta_from_raw_pp,extrapolation_pp,frame_stamp,snapshot_date,run_id
country,BRA,Brazil,1,pw_raw,female_share_pct,49.6,,,206,37359,pass,,show,false,true,2.64,NCT01363765,12.47,false,,,2.39,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,RUS,Russia,1,pw_raw,female_share_pct,55.92,,,194,45415,pass,,show,false,true,0.27,NCT03415152,5.66,false,,,1.66,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,AUS,Australia,1,pw_raw,female_share_pct,47.83,,,193,37780,pass,,show,false,true,0.76,NCT00430989,18.56,false,,,4.01,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,IND,India,1,pw_raw,female_share_pct,27,,,191,68849,pass,,show,false,false,4.61,NCT01686750,31.56,false,,,2.24,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,NLD,Netherlands,1,pw_raw,female_share_pct,41.89,,,180,113347,pass,one trial supplies 74.5% of this geography's participants,badge_concentration,false,true,0.32,NCT00744263,74.54,true,,,3.68,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,MEX,Mexico,1,pw_raw,female_share_pct,55.51,,,167,22982,pass,,show,false,true,0.64,NCT04343521,19.41,false,,,4.79,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,SWE,Sweden,1,pw_raw,female_share_pct,45.09,,,164,515715,pass,one trial supplies 89.3% of this geography's participants,badge_concentration,false,false,0.04,NCT04927858,89.3,true,,,0.51,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,X-TUR,Turkey (Türkiye),1,pw_raw,female_share_pct,48.25,,,164,27998,pass,,show,false,true,1.09,NCT04022668,10.72,false,,,2.57,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,DNK,Denmark,1,pw_raw,female_share_pct,51.3,,,155,167211,pass,,show,true,false,0.09,NCT03405363,39.12,false,,,1.7,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,CHE,Switzerland,1,pw_raw,female_share_pct,43.59,,,148,18692,pass,,show,false,true,1.9,NCT00617084,12.26,false,,,2.52,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ZAF,South Africa,1,pw_raw,female_share_pct,60.2,,,108,101995,pass,one trial supplies 49.8% of this geography's participants,badge_concentration,true,true,0.39,NCT04466488,49.8,true,,,5.41,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ISR,Israel,1,pw_raw,female_share_pct,48.67,,,103,16418,pass,,show,true,true,1.11,NCT00368316,17.05,false,,,2.55,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,THA,Thailand,1,pw_raw,female_share_pct,42.94,,,102,59728,pass,,show,true,true,0.03,NCT00223080,27.45,false,,,0.74,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,AUT,Austria,1,pw_raw,female_share_pct,51.97,,,98,40258,pass,,show,true,true,0.08,NCT01727518,37.18,false,,,4.64,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,SGP,Singapore,1,pw_raw,female_share_pct,42.98,,,86,10227,pass,,show,false,true,0,NCT00325156,25.33,false,,,1.24,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,POL,Poland,1,pw_raw,female_share_pct,53.46,,,69,31546,pass,,show,false,true,0.51,NCT03450915,39.49,false,,,2.26,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,GRC,Greece,1,pw_raw,female_share_pct,45.03,,,62,13457,pass,,show,false,true,0.88,NCT04672941,10.37,false,,,1.79,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,FIN,Finland,1,pw_raw,female_share_pct,54.39,,,61,92670,pass,,show,false,true,0.01,NCT04137887,35.71,false,,,1.38,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,NOR,Norway,1,pw_raw,female_share_pct,50.08,,,59,20812,pass,,show,true,true,0.4,NCT02747121,35.59,false,,,3.95,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,EGY,Egypt,1,pw_raw,female_share_pct,51.66,,,57,6344,pass,,show,true,true,0,NCT05570500,9.84,false,,,3.29,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,HKG,Hong Kong,1,pw_raw,female_share_pct,43.68,,,51,8386,pass,,show,false,true,5.06,NCT04241575,12.65,false,,,4.55,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,UGA,Uganda,1,pw_raw,female_share_pct,51.12,,,50,237275,pass,one trial supplies 80.8% of this geography's participants,badge_concentration,true,true,80.89,NCT04566510,80.83,true,,,5.47,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,USA,United States,1,tw_median,female_share_pct,48.48,,,34824,22267105,pass,,show,false,false,0.25,NCT04053075,13.02,false,,,0.01,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,JPN,Japan,1,tw_median,female_share_pct,43.84,,,1217,1308659,pass,,show,false,false,0.07,NCT05321810,14.79,false,,,0.35,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,GBR,United Kingdom,1,tw_median,female_share_pct,46.15,,,1123,2246649,pass,,show,false,false,0.05,NCT04969653,33.59,false,,,1.58,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,CHN,China,1,tw_median,female_share_pct,43.18,,,935,2151656,pass,one trial supplies 77.1% of this geography's participants,badge_concentration,false,false,0.1,NCT04903496,77.12,true,,,1.19,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,CAN,Canada,1,tw_median,female_share_pct,50,,,917,780479,pass,,show,false,false,0.28,NCT02975375,34.15,false,,,3.57,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,DEU,Germany,1,tw_median,female_share_pct,44.44,,,754,416870,pass,,show,false,false,0.37,NCT05162014,34.84,false,,,0.47,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,KOR,South Korea,1,tw_median,female_share_pct,45.95,,,441,660555,pass,one trial supplies 56% of this geography's participants,badge_concentration,false,false,0.05,NCT04446039,56.05,true,,,0.4,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,FRA,France,1,tw_median,female_share_pct,45.39,,,392,1471854,pass,one trial supplies 94.5% of this geography's participants,badge_concentration,false,false,0.02,NCT05838664,94.46,true,,,2.23,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ITA,Italy,1,tw_median,female_share_pct,45,,,337,78187,pass,,show,false,true,0.94,NCT02928536,15.22,false,,,3.45,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ESP,Spain,1,tw_median,female_share_pct,42.41,,,332,125534,pass,,show,false,false,0.78,NCT03441633,41.18,false,,,0.7,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,TWN,Taiwan,1,tw_median,female_share_pct,46.21,,,250,142876,pass,one trial supplies 69.5% of this geography's participants,badge_concentration,false,false,0.57,NCT01741363,69.51,true,,,0.43,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,BEL,Belgium,1,tw_median,female_share_pct,47.59,,,232,44477,pass,,show,false,true,1.15,NCT03793972,18.34,false,,,2.6,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,BRA,Brazil,1,tw_median,female_share_pct,50,,,206,37359,pass,,show,false,true,2.64,NCT01363765,12.47,false,,,2.39,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,RUS,Russia,1,tw_median,female_share_pct,51.46,,,194,45415,pass,,show,false,true,0.27,NCT03415152,5.66,false,,,1.66,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,AUS,Australia,1,tw_median,female_share_pct,46.05,,,193,37780,pass,,show,false,true,0.76,NCT00430989,18.56,false,,,4.01,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,IND,India,1,tw_median,female_share_pct,40,,,191,68849,pass,,show,false,false,4.61,NCT01686750,31.56,false,,,2.24,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,NLD,Netherlands,1,tw_median,female_share_pct,43.03,,,180,113347,pass,one trial supplies 74.5% of this geography's participants,badge_concentration,false,true,0.32,NCT00744263,74.54,true,,,3.68,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,MEX,Mexico,1,tw_median,female_share_pct,59.09,,,167,22982,pass,,show,false,true,0.64,NCT04343521,19.41,false,,,4.79,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,SWE,Sweden,1,tw_median,female_share_pct,50,,,164,515715,pass,one trial supplies 89.3% of this geography's participants,badge_concentration,false,false,0.04,NCT04927858,89.3,true,,,0.51,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,X-TUR,Turkey (Türkiye),1,tw_median,female_share_pct,49.39,,,164,27998,pass,,show,false,true,1.09,NCT04022668,10.72,false,,,2.57,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,DNK,Denmark,1,tw_median,female_share_pct,50,,,155,167211,pass,,show,true,false,0.09,NCT03405363,39.12,false,,,1.7,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,CHE,Switzerland,1,tw_median,female_share_pct,47.56,,,148,18692,pass,,show,false,true,1.9,NCT00617084,12.26,false,,,2.52,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ZAF,South Africa,1,tw_median,female_share_pct,48.08,,,108,101995,pass,one trial supplies 49.8% of this geography's participants,badge_concentration,true,true,0.39,NCT04466488,49.8,true,,,5.41,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ISR,Israel,1,tw_median,female_share_pct,45.83,,,103,16418,pass,,show,true,true,1.11,NCT00368316,17.05,false,,,2.55,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,THA,Thailand,1,tw_median,female_share_pct,51.34,,,102,59728,pass,,show,true,true,0.03,NCT00223080,27.45,false,,,0.74,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,AUT,Austria,1,tw_median,female_share_pct,46.33,,,98,40258,pass,,show,true,true,0.08,NCT01727518,37.18,false,,,4.64,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,SGP,Singapore,1,tw_median,female_share_pct,30.42,,,86,10227,pass,,show,false,true,0,NCT00325156,25.33,false,,,1.24,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,POL,Poland,1,tw_median,female_share_pct,49.09,,,69,31546,pass,,show,false,true,0.51,NCT03450915,39.49,false,,,2.26,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,GRC,Greece,1,tw_median,female_share_pct,48.74,,,62,13457,pass,,show,false,true,0.88,NCT04672941,10.37,false,,,1.79,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,FIN,Finland,1,tw_median,female_share_pct,49.9,,,61,92670,pass,,show,false,true,0.01,NCT04137887,35.71,false,,,1.38,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,NOR,Norway,1,tw_median,female_share_pct,55.81,,,59,20812,pass,,show,true,true,0.4,NCT02747121,35.59,false,,,3.95,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,EGY,Egypt,1,tw_median,female_share_pct,51.67,,,57,6344,pass,,show,true,true,0,NCT05570500,9.84,false,,,3.29,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,HKG,Hong Kong,1,tw_median,female_share_pct,48.72,,,51,8386,pass,,show,false,true,5.06,NCT04241575,12.65,false,,,4.55,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,UGA,Uganda,1,tw_median,female_share_pct,54.35,,,50,237275,pass,one trial supplies 80.8% of this geography's participants,badge_concentration,true,true,80.89,NCT04566510,80.83,true,,,5.47,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,USA,United States,1,std_gcomp,female_share_pct,49.56,49.46,49.69,34824,22267105,pass,,show,false,false,0.25,NCT04053075,13.02,false,0.9812,-0.05,0.01,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=std_gcomp|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,JPN,Japan,1,std_gcomp,female_share_pct,43.66,43.19,44.28,1217,1308659,pass,,show,false,false,0.07,NCT05321810,14.79,false,0.4769,-0.24,0.35,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=std_gcomp|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,GBR,United Kingdom,1,std_gcomp,female_share_pct,53.39,53,53.71,1123,2246649,pass,,show,false,false,0.05,NCT04969653,33.59,false,0.6467,0.69,1.58,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=std_gcomp|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,CHN,China,1,std_gcomp,female_share_pct,49.71,49.25,50.1,935,2151656,pass,one trial supplies 77.1% of this geography's participants,badge_concentration,false,false,0.1,NCT04903496,77.12,true,0.6512,2.4,1.19,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=std_gcomp|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,CAN,Canada,1,std_gcomp,female_share_pct,51.82,51.19,52.46,917,780479,pass,,show,false,false,0.28,NCT02975375,34.15,false,0.4,-3.4,3.57,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=std_gcomp|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,DEU,Germany,1,std_gcomp,female_share_pct,44.52,43.66,45.37,754,416870,pass,,show,false,false,0.37,NCT05162014,34.84,false,0.4463,0.96,0.47,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=std_gcomp|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,KOR,South Korea,1,std_gcomp,female_share_pct,51.07,50.44,51.85,441,660555,pass,one trial supplies 56% of this geography's participants,badge_concentration,false,false,0.05,NCT04446039,56.05,true,0.4911,-3.87,0.4,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=std_gcomp|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,FRA,France,1,std_gcomp,female_share_pct,47.23,46.78,47.74,392,1471854,pass,one trial supplies 94.5% of this geography's participants,badge_concentration,false,false,0.02,NCT05838664,94.46,true,0.4025,1.46,2.23,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=std_gcomp|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ITA,Italy,1,std_gcomp,female_share_pct,,,,337,78187,pass,support 0.215 < floor 0.25: the standardized value would be formed mostly over covariate cells this geography never occupies,withheld,false,true,0.94,NCT02928536,15.22,false,0.215,,3.45,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=std_gcomp|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ESP,Spain,1,std_gcomp,female_share_pct,46.66,45.05,48.16,332,125534,pass,,show,false,false,0.78,NCT03441633,41.18,false,0.2852,-0.32,0.7,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=std_gcomp|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,TWN,Taiwan,1,std_gcomp,female_share_pct,50.26,48.72,51.68,250,142876,pass,one trial supplies 69.5% of this geography's participants,badge_concentration,false,false,0.57,NCT01741363,69.51,true,0.2553,-3.46,0.43,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=std_gcomp|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,BEL,Belgium,1,std_gcomp,female_share_pct,,,,232,44477,pass,support 0.0495 < floor 0.25: the standardized value would be formed mostly over covariate cells this geography never occupies,withheld,false,true,1.15,NCT03793972,18.34,false,0.0495,,2.6,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=std_gcomp|GL=country,2026-06-19,geo_rep_2026-06-19_run063
